subj,targ,targ_cond,targ_ord,targ_pos,f1,f1_cond,f1_ord,f1_pos,f2,f2_cond,f2_ord,f2_pos,targ_f1,targ_f2,f1_f2
12,1,'Unexpected',227,3,0,'Expected',112,1,0,'Expected',201,2,115,26,-89
12,1,'Unexpected',126,1,1,'Unexpected',202,2,1,'Expected',233,3,-76,-107,-31
12,0,'Unexpected',129,1,0,'Unexpected',225,3,1,'Unexpected',184,2,-96,-55,41
12,1,'Expected',134,1,0,'Unexpected',211,3,0,'Expected',162,2,-77,-28,49
12,0,'Unexpected',152,2,0,'Unexpected',214,3,1,'Unexpected',143,1,-62,9,71
12,1,'Expected',230,3,0,'Expected',144,1,1,'Expected',173,2,86,57,-29
12,1,'Expected',223,3,0,'Unexpected',206,2,1,'Expected',145,1,17,78,61
14,1,'Expected',1,1,1,'Expected',148,3,1,'Expected',17,2,-147,-16,131
14,1,'Unexpected',2,1,1,'Unexpected',221,3,1,'Expected',41,2,-219,-39,180
14,0,'Expected',59,3,1,'Expected',24,2,1,'Expected',3,1,35,56,21
14,1,'Expected',32,2,1,'Expected',209,3,1,'Expected',4,1,-177,28,205
14,1,'Expected',5,1,0,'Expected',20,2,1,'Expected',65,3,-15,-60,-45
14,0,'Unexpected',54,2,1,'Expected',97,3,0,'Expected',6,1,-43,48,91
14,1,'Expected',83,3,1,'Expected',35,2,0,'Expected',7,1,48,76,28
14,1,'Expected',60,3,1,'Unexpected',8,1,1,'Expected',16,2,52,44,-8
14,1,'Expected',68,3,1,'Expected',9,1,1,'Unexpected',63,2,59,5,-54
14,1,'Expected',10,1,1,'Unexpected',30,2,1,'Expected',53,3,-20,-43,-23
14,1,'Expected',222,3,0,'Expected',11,1,0,'Expected',28,2,211,194,-17
14,1,'Expected',180,2,0,'Unexpected',12,1,1,'Expected',219,3,168,-39,-207
14,1,'Unexpected',13,1,1,'Expected',82,2,1,'Expected',130,3,-69,-117,-48
14,1,'Expected',229,3,1,'Unexpected',14,1,1,'Unexpected',189,2,215,40,-175
14,1,'Expected',73,2,0,'Expected',15,1,1,'Unexpected',205,3,58,-132,-190
14,1,'Unexpected',86,2,1,'Expected',18,1,1,'Unexpected',183,3,68,-97,-165
14,1,'Expected',164,2,0,'Expected',19,1,1,'Expected',194,3,145,-30,-175
14,1,'Unexpected',156,2,0,'Unexpected',21,1,1,'Expected',182,3,135,-26,-161
14,1,'Expected',185,3,1,'Expected',119,2,0,'Unexpected',22,1,66,163,97
14,1,'Expected',146,3,1,'Expected',70,2,0,'Unexpected',23,1,76,123,47
14,0,'Expected',25,1,0,'Expected',57,2,1,'Expected',120,3,-32,-95,-63
14,0,'Unexpected',84,2,1,'Expected',177,3,1,'Unexpected',26,1,-93,58,151
14,1,'Unexpected',108,2,0,'Unexpected',27,1,1,'Unexpected',170,3,81,-62,-143
14,1,'Expected',128,3,1,'Unexpected',100,2,1,'Unexpected',29,1,28,99,71
14,0,'Expected',179,2,1,'Expected',197,3,1,'Expected',31,1,-18,148,166
14,1,'Unexpected',33,1,1,'Expected',196,3,1,'Expected',139,2,-163,-106,57
14,1,'Expected',142,2,0,'Expected',34,1,1,'Expected',190,3,108,-48,-156
14,1,'Unexpected',36,1,1,'Expected',124,2,1,'Unexpected',153,3,-88,-117,-29
14,0,'Expected',186,2,1,'Expected',216,3,1,'Unexpected',37,1,-30,149,179
14,1,'Unexpected',121,2,0,'Expected',38,1,1,'Expected',208,3,83,-87,-170
14,1,'Expected',39,1,1,'Expected',159,3,1,'Expected',132,2,-120,-93,27
14,0,'Expected',171,3,0,'Expected',135,2,1,'Expected',40,1,36,131,95
14,1,'Unexpected',195,2,1,'Expected',228,3,1,'Expected',42,1,-33,153,186
14,0,'Expected',43,1,0,'Expected',172,3,1,'Expected',138,2,-129,-95,34
14,1,'Expected',136,3,0,'Expected',44,1,1,'Expected',107,2,92,29,-63
14,0,'Expected',212,3,1,'Expected',45,1,1,'Expected',178,2,167,34,-133
14,0,'Expected',46,1,1,'Expected',191,3,1,'Expected',96,2,-145,-50,95
14,1,'Expected',62,2,1,'Expected',47,1,1,'Expected',113,3,15,-51,-66
14,0,'Expected',98,2,0,'Unexpected',48,1,1,'Expected',115,3,50,-17,-67
14,1,'Expected',220,2,1,'Expected',49,1,1,'Expected',234,3,171,-14,-185
14,1,'Expected',140,2,1,'Unexpected',147,3,1,'Expected',50,1,-7,90,97
14,1,'Expected',51,1,0,'Expected',203,3,1,'Unexpected',157,2,-152,-106,46
14,0,'Unexpected',88,2,1,'Expected',188,3,1,'Unexpected',52,1,-100,36,136
14,0,'Unexpected',198,3,0,'Unexpected',87,2,1,'Unexpected',55,1,111,143,32
14,1,'Expected',200,3,1,'Expected',175,2,1,'Expected',56,1,25,144,119
14,0,'Unexpected',181,3,0,'Unexpected',58,1,1,'Expected',141,2,123,40,-83
14,1,'Expected',123,2,1,'Unexpected',61,1,0,'Unexpected',176,3,62,-53,-115
14,0,'Expected',80,2,1,'Expected',155,3,1,'Unexpected',64,1,-75,16,91
14,1,'Expected',66,1,1,'Expected',104,2,1,'Unexpected',167,3,-38,-101,-63
14,1,'Expected',67,1,0,'Unexpected',199,2,1,'Expected',204,3,-132,-137,-5
14,0,'Expected',69,1,1,'Expected',161,3,1,'Unexpected',133,2,-92,-64,28
14,1,'Expected',71,1,1,'Expected',231,3,1,'Expected',150,2,-160,-79,81
14,0,'Unexpected',163,3,1,'Unexpected',89,2,0,'Expected',72,1,74,91,17
14,1,'Expected',127,2,1,'Expected',217,3,1,'Expected',74,1,-90,53,143
14,1,'Expected',75,1,1,'Expected',169,3,0,'Expected',118,2,-94,-43,51
14,0,'Expected',151,2,0,'Expected',166,3,1,'Expected',76,1,-15,75,90
14,0,'Unexpected',137,3,0,'Expected',122,2,0,'Expected',77,1,15,60,45
14,0,'Expected',224,3,0,'Expected',78,1,0,'Expected',210,2,146,14,-132
14,1,'Expected',106,3,0,'Unexpected',93,2,1,'Expected',79,1,13,27,14
14,1,'Unexpected',81,1,0,'Unexpected',160,2,1,'Expected',192,3,-79,-111,-32
14,0,'Expected',85,1,1,'Expected',131,2,1,'Expected',158,3,-46,-73,-27
14,1,'Expected',218,3,1,'Expected',90,1,1,'Unexpected',187,2,128,31,-97
14,1,'Unexpected',91,1,1,'Expected',226,3,1,'Expected',149,2,-135,-58,77
14,1,'Expected',116,3,0,'Unexpected',109,2,1,'Unexpected',92,1,7,24,17
14,1,'Expected',213,3,0,'Unexpected',94,1,1,'Expected',105,2,119,108,-11
14,1,'Expected',95,1,1,'Unexpected',174,2,1,'Unexpected',232,3,-79,-137,-58
14,1,'Expected',215,3,1,'Unexpected',99,1,1,'Unexpected',114,2,116,101,-15
14,1,'Unexpected',110,2,1,'Expected',101,1,1,'Expected',154,3,9,-44,-53
14,0,'Unexpected',102,1,1,'Expected',207,3,1,'Unexpected',117,2,-105,-15,90
14,0,'Unexpected',125,2,1,'Unexpected',165,3,1,'Expected',103,1,-40,22,62
14,1,'Unexpected',111,1,1,'Expected',168,2,1,'Expected',193,3,-57,-82,-25
14,1,'Unexpected',227,3,0,'Expected',112,1,1,'Expected',201,2,115,26,-89
14,1,'Unexpected',126,1,1,'Unexpected',202,2,1,'Expected',233,3,-76,-107,-31
14,1,'Unexpected',129,1,0,'Unexpected',225,3,1,'Unexpected',184,2,-96,-55,41
14,1,'Expected',134,1,1,'Unexpected',211,3,0,'Expected',162,2,-77,-28,49
14,0,'Unexpected',152,2,1,'Unexpected',214,3,1,'Unexpected',143,1,-62,9,71
14,1,'Expected',230,3,1,'Expected',144,1,1,'Expected',173,2,86,57,-29
14,1,'Expected',223,3,0,'Unexpected',206,2,1,'Expected',145,1,17,78,61
15,1,'Expected',193,3,1,'Expected',31,2,0,'Unexpected',1,1,162,192,30
15,1,'Expected',2,1,0,'Expected',149,3,1,'Expected',39,2,-147,-37,110
15,1,'Expected',170,3,1,'Unexpected',3,1,1,'Expected',140,2,167,30,-137
15,1,'Expected',28,2,0,'Unexpected',4,1,0,'Expected',33,3,24,-5,-29
15,0,'Unexpected',5,1,0,'Expected',91,3,0,'Expected',50,2,-86,-45,41
15,1,'Expected',54,2,0,'Expected',6,1,1,'Expected',62,3,48,-8,-56
15,1,'Expected',56,2,1,'Expected',7,1,0,'Expected',82,3,49,-26,-75
15,1,'Unexpected',8,1,1,'Expected',88,2,1,'Expected',121,3,-80,-113,-33
15,0,'Expected',9,1,0,'Expected',113,3,1,'Unexpected',90,2,-104,-81,23
15,1,'Unexpected',60,2,0,'Expected',10,1,1,'Unexpected',102,3,50,-42,-92
15,1,'Expected',52,3,0,'Expected',21,2,1,'Expected',11,1,31,41,10
15,1,'Expected',132,3,1,'Expected',51,2,1,'Expected',12,1,81,120,39
15,1,'Expected',13,1,1,'Unexpected',180,2,0,'Expected',197,3,-167,-184,-17
15,1,'Expected',205,3,1,'Unexpected',14,1,0,'Unexpected',97,2,191,108,-83
15,1,'Unexpected',15,1,0,'Expected',234,3,1,'Expected',101,2,-219,-86,133
15,1,'Expected',143,2,0,'Expected',232,3,0,'Unexpected',16,1,-89,127,216
15,1,'Expected',25,2,1,'Expected',222,3,1,'Unexpected',17,1,-197,8,205
15,0,'Expected',122,3,0,'Unexpected',44,2,1,'Unexpected',18,1,78,104,26
15,0,'Expected',19,1,0,'Unexpected',63,2,0,'Expected',163,3,-44,-144,-100
15,1,'Unexpected',211,2,0,'Unexpected',20,1,1,'Unexpected',226,3,191,-15,-206
15,1,'Expected',22,1,0,'Expected',171,2,1,'Unexpected',228,3,-149,-206,-57
15,1,'Expected',23,1,1,'Expected',196,3,1,'Unexpected',110,2,-173,-87,86
15,1,'Expected',24,1,0,'Expected',206,3,0,'Expected',166,2,-182,-142,40
15,1,'Unexpected',26,1,0,'Unexpected',64,2,1,'Expected',75,3,-38,-49,-11
15,1,'Expected',27,1,0,'Expected',183,3,1,'Expected',141,2,-156,-114,42
15,1,'Expected',201,3,0,'Expected',29,1,0,'Expected',106,2,172,95,-77
15,1,'Expected',65,2,0,'Unexpected',30,1,1,'Expected',107,3,35,-42,-77
15,1,'Expected',131,2,0,'Unexpected',160,3,0,'Expected',32,1,-29,99,128
15,0,'Expected',154,2,0,'Expected',203,3,0,'Expected',34,1,-49,120,169
15,1,'Expected',35,1,0,'Unexpected',115,2,1,'Unexpected',169,3,-80,-134,-54
15,1,'Expected',36,1,1,'Expected',223,3,1,'Expected',98,2,-187,-62,125
15,1,'Unexpected',37,1,1,'Expected',94,2,0,'Unexpected',213,3,-57,-176,-119
15,1,'Unexpected',38,1,0,'Unexpected',220,2,1,'Expected',229,3,-182,-191,-9
15,0,'Unexpected',128,2,0,'Expected',194,3,1,'Expected',40,1,-66,88,154
15,1,'Expected',117,3,1,'Expected',41,1,1,'Expected',77,2,76,40,-36
15,1,'Unexpected',129,2,0,'Expected',152,3,0,'Unexpected',42,1,-23,87,110
15,1,'Unexpected',165,2,0,'Expected',177,3,0,'Expected',43,1,-12,122,134
15,1,'Expected',221,3,1,'Unexpected',112,2,1,'Expected',45,1,109,176,67
15,1,'Expected',202,3,1,'Unexpected',46,1,0,'Unexpected',179,2,156,23,-133
15,0,'Expected',139,3,1,'Expected',47,1,1,'Expected',104,2,92,35,-57
15,0,'Unexpected',48,1,0,'Unexpected',199,3,1,'Unexpected',108,2,-151,-60,91
15,0,'Unexpected',157,2,0,'Expected',209,3,0,'Unexpected',49,1,-52,108,160
15,0,'Expected',190,2,0,'Expected',208,3,1,'Expected',53,1,-18,137,155
15,1,'Unexpected',133,3,0,'Expected',127,2,0,'Expected',55,1,6,78,72
15,0,'Unexpected',137,2,0,'Unexpected',142,3,0,'Unexpected',57,1,-5,80,85
15,1,'Expected',58,1,0,'Expected',153,2,0,'Expected',192,3,-95,-134,-39
15,1,'Unexpected',59,1,1,'Expected',191,3,1,'Unexpected',156,2,-132,-97,35
15,1,'Expected',207,3,0,'Unexpected',184,2,0,'Unexpected',61,1,23,146,123
15,1,'Expected',230,3,0,'Expected',204,2,0,'Unexpected',66,1,26,164,138
15,1,'Unexpected',93,2,0,'Unexpected',185,3,1,'Expected',67,1,-92,26,118
15,1,'Expected',144,2,1,'Expected',68,1,0,'Expected',186,3,76,-42,-118
15,1,'Expected',210,2,0,'Expected',233,3,0,'Expected',69,1,-23,141,164
15,1,'Unexpected',178,2,0,'Expected',70,1,1,'Expected',212,3,108,-34,-142
15,0,'Expected',176,3,0,'Expected',71,1,0,'Expected',85,2,105,91,-14
15,1,'Unexpected',72,1,0,'Unexpected',217,3,1,'Expected',147,2,-145,-75,70
15,1,'Expected',219,3,0,'Expected',161,2,1,'Expected',73,1,58,146,88
15,1,'Expected',224,3,0,'Unexpected',74,1,1,'Expected',155,2,150,69,-81
15,1,'Expected',167,2,1,'Expected',76,1,1,'Expected',172,3,91,-5,-96
15,1,'Expected',78,1,0,'Unexpected',216,3,0,'Expected',195,2,-138,-117,21
15,1,'Expected',116,3,0,'Expected',79,1,0,'Unexpected',87,2,37,29,-8
15,0,'Unexpected',168,3,1,'Unexpected',80,1,0,'Expected',126,2,88,42,-46
15,0,'Expected',173,2,1,'Expected',81,1,1,'Unexpected',231,3,92,-58,-150
15,1,'Expected',83,1,1,'Expected',215,3,0,'Expected',198,2,-132,-115,17
15,1,'Expected',200,3,0,'Unexpected',189,2,1,'Expected',84,1,11,116,105
15,1,'Unexpected',175,3,1,'Unexpected',150,2,1,'Expected',86,1,25,89,64
15,1,'Expected',164,2,0,'Unexpected',89,1,0,'Unexpected',227,3,75,-63,-138
15,0,'Unexpected',138,3,1,'Unexpected',123,2,0,'Unexpected',92,1,15,46,31
15,0,'Expected',146,3,1,'Expected',95,1,0,'Expected',103,2,51,43,-8
15,1,'Expected',182,3,0,'Expected',96,1,0,'Unexpected',119,2,86,63,-23
15,1,'Unexpected',188,3,0,'Expected',99,1,0,'Expected',162,2,89,26,-63
15,0,'Expected',100,1,0,'Expected',114,2,0,'Expected',214,3,-14,-114,-100
15,1,'Unexpected',120,2,0,'Expected',105,1,1,'Expected',151,3,15,-31,-46
15,1,'Unexpected',109,1,1,'Expected',136,2,1,'Expected',187,3,-27,-78,-51
15,1,'Expected',111,1,0,'Expected',218,3,1,'Expected',134,2,-107,-23,84
15,1,'Expected',145,2,0,'Expected',174,3,1,'Expected',118,1,-29,27,56
15,1,'Expected',181,3,0,'Expected',148,2,1,'Expected',124,1,33,57,24
15,0,'Expected',125,1,0,'Expected',135,2,0,'Expected',159,3,-10,-34,-24
15,0,'Unexpected',158,2,0,'Unexpected',130,1,1,'Expected',225,3,28,-67,-95
16,1,'Expected',1,1,0,'Expected',148,3,1,'Expected',17,2,-147,-16,131
16,1,'Unexpected',2,1,0,'Unexpected',221,3,1,'Expected',41,2,-219,-39,180
16,1,'Expected',59,3,1,'Expected',24,2,1,'Expected',3,1,35,56,21
16,1,'Expected',32,2,0,'Expected',209,3,1,'Expected',4,1,-177,28,205
16,1,'Expected',5,1,0,'Expected',20,2,0,'Expected',65,3,-15,-60,-45
16,1,'Unexpected',54,2,1,'Expected',97,3,0,'Expected',6,1,-43,48,91
16,1,'Expected',83,3,0,'Expected',35,2,1,'Expected',7,1,48,76,28
16,1,'Expected',60,3,1,'Unexpected',8,1,1,'Expected',16,2,52,44,-8
16,0,'Expected',68,3,1,'Expected',9,1,0,'Unexpected',63,2,59,5,-54
16,1,'Expected',10,1,1,'Unexpected',30,2,1,'Expected',53,3,-20,-43,-23
16,0,'Expected',222,3,0,'Expected',11,1,0,'Expected',28,2,211,194,-17
16,0,'Expected',180,2,0,'Unexpected',12,1,1,'Expected',219,3,168,-39,-207
16,1,'Unexpected',13,1,1,'Expected',82,2,1,'Expected',130,3,-69,-117,-48
16,1,'Expected',229,3,1,'Unexpected',14,1,1,'Unexpected',189,2,215,40,-175
16,1,'Expected',73,2,1,'Expected',15,1,1,'Unexpected',205,3,58,-132,-190
16,1,'Unexpected',86,2,0,'Expected',18,1,1,'Unexpected',183,3,68,-97,-165
16,1,'Expected',164,2,0,'Expected',19,1,1,'Expected',194,3,145,-30,-175
16,1,'Unexpected',156,2,1,'Unexpected',21,1,1,'Expected',182,3,135,-26,-161
16,1,'Expected',185,3,1,'Expected',119,2,0,'Unexpected',22,1,66,163,97
16,0,'Expected',146,3,1,'Expected',70,2,1,'Unexpected',23,1,76,123,47
16,1,'Expected',25,1,0,'Expected',57,2,1,'Expected',120,3,-32,-95,-63
16,1,'Unexpected',84,2,1,'Expected',177,3,1,'Unexpected',26,1,-93,58,151
16,1,'Unexpected',108,2,0,'Unexpected',27,1,1,'Unexpected',170,3,81,-62,-143
16,0,'Expected',128,3,0,'Unexpected',100,2,0,'Unexpected',29,1,28,99,71
16,1,'Expected',179,2,0,'Expected',197,3,1,'Expected',31,1,-18,148,166
16,1,'Unexpected',33,1,1,'Expected',196,3,1,'Expected',139,2,-163,-106,57
16,0,'Expected',142,2,0,'Expected',34,1,1,'Expected',190,3,108,-48,-156
16,1,'Unexpected',36,1,1,'Expected',124,2,0,'Unexpected',153,3,-88,-117,-29
16,1,'Expected',186,2,0,'Expected',216,3,0,'Unexpected',37,1,-30,149,179
16,1,'Unexpected',121,2,0,'Expected',38,1,1,'Expected',208,3,83,-87,-170
16,1,'Expected',39,1,1,'Expected',159,3,1,'Expected',132,2,-120,-93,27
16,1,'Expected',171,3,1,'Expected',135,2,0,'Expected',40,1,36,131,95
16,1,'Unexpected',195,2,1,'Expected',228,3,1,'Expected',42,1,-33,153,186
16,0,'Expected',43,1,0,'Expected',172,3,0,'Expected',138,2,-129,-95,34
16,0,'Expected',136,3,1,'Expected',44,1,1,'Expected',107,2,92,29,-63
16,1,'Expected',212,3,0,'Expected',45,1,0,'Expected',178,2,167,34,-133
16,1,'Expected',46,1,1,'Expected',191,3,1,'Expected',96,2,-145,-50,95
16,1,'Expected',62,2,1,'Expected',47,1,1,'Expected',113,3,15,-51,-66
16,1,'Expected',98,2,0,'Unexpected',48,1,0,'Expected',115,3,50,-17,-67
16,1,'Expected',220,2,1,'Expected',49,1,1,'Expected',234,3,171,-14,-185
16,1,'Expected',140,2,0,'Unexpected',147,3,1,'Expected',50,1,-7,90,97
16,1,'Expected',51,1,1,'Expected',203,3,1,'Unexpected',157,2,-152,-106,46
16,0,'Unexpected',88,2,1,'Expected',188,3,1,'Unexpected',52,1,-100,36,136
16,0,'Unexpected',198,3,1,'Unexpected',87,2,1,'Unexpected',55,1,111,143,32
16,1,'Expected',200,3,1,'Expected',175,2,1,'Expected',56,1,25,144,119
16,1,'Unexpected',181,3,1,'Unexpected',58,1,1,'Expected',141,2,123,40,-83
16,1,'Expected',123,2,1,'Unexpected',61,1,1,'Unexpected',176,3,62,-53,-115
16,1,'Expected',80,2,1,'Expected',155,3,1,'Unexpected',64,1,-75,16,91
16,1,'Expected',66,1,1,'Expected',104,2,0,'Unexpected',167,3,-38,-101,-63
16,1,'Expected',67,1,1,'Unexpected',199,2,1,'Expected',204,3,-132,-137,-5
16,1,'Expected',69,1,0,'Expected',161,3,1,'Unexpected',133,2,-92,-64,28
16,1,'Expected',71,1,1,'Expected',231,3,1,'Expected',150,2,-160,-79,81
16,1,'Unexpected',163,3,0,'Unexpected',89,2,0,'Expected',72,1,74,91,17
16,1,'Expected',127,2,1,'Expected',217,3,0,'Expected',74,1,-90,53,143
16,1,'Expected',75,1,0,'Expected',169,3,0,'Expected',118,2,-94,-43,51
16,1,'Expected',151,2,0,'Expected',166,3,1,'Expected',76,1,-15,75,90
16,0,'Unexpected',137,3,0,'Expected',122,2,0,'Expected',77,1,15,60,45
16,0,'Expected',224,3,0,'Expected',78,1,1,'Expected',210,2,146,14,-132
16,1,'Expected',106,3,0,'Unexpected',93,2,1,'Expected',79,1,13,27,14
16,1,'Unexpected',81,1,1,'Unexpected',160,2,1,'Expected',192,3,-79,-111,-32
16,1,'Expected',85,1,1,'Expected',131,2,1,'Expected',158,3,-46,-73,-27
16,1,'Expected',218,3,1,'Expected',90,1,1,'Unexpected',187,2,128,31,-97
16,1,'Unexpected',91,1,1,'Expected',226,3,1,'Expected',149,2,-135,-58,77
16,1,'Expected',116,3,0,'Unexpected',109,2,0,'Unexpected',92,1,7,24,17
16,1,'Expected',213,3,0,'Unexpected',94,1,1,'Expected',105,2,119,108,-11
16,1,'Expected',95,1,1,'Unexpected',174,2,1,'Unexpected',232,3,-79,-137,-58
16,1,'Expected',215,3,0,'Unexpected',99,1,1,'Unexpected',114,2,116,101,-15
16,1,'Unexpected',110,2,0,'Expected',101,1,0,'Expected',154,3,9,-44,-53
16,1,'Unexpected',102,1,1,'Expected',207,3,0,'Unexpected',117,2,-105,-15,90
16,1,'Unexpected',125,2,1,'Unexpected',165,3,1,'Expected',103,1,-40,22,62
16,1,'Unexpected',111,1,1,'Expected',168,2,1,'Expected',193,3,-57,-82,-25
16,0,'Unexpected',227,3,1,'Expected',112,1,0,'Expected',201,2,115,26,-89
16,1,'Unexpected',126,1,1,'Unexpected',202,2,1,'Expected',233,3,-76,-107,-31
16,0,'Unexpected',129,1,0,'Unexpected',225,3,1,'Unexpected',184,2,-96,-55,41
16,1,'Expected',134,1,0,'Unexpected',211,3,1,'Expected',162,2,-77,-28,49
16,0,'Unexpected',152,2,0,'Unexpected',214,3,0,'Unexpected',143,1,-62,9,71
16,1,'Expected',230,3,0,'Expected',144,1,1,'Expected',173,2,86,57,-29
16,1,'Expected',223,3,1,'Unexpected',206,2,0,'Expected',145,1,17,78,61
17,0,'Expected',193,3,1,'Expected',31,2,0,'Unexpected',1,1,162,192,30
17,1,'Expected',2,1,1,'Expected',149,3,1,'Expected',39,2,-147,-37,110
17,1,'Expected',170,3,1,'Unexpected',3,1,1,'Expected',140,2,167,30,-137
17,1,'Expected',28,2,1,'Unexpected',4,1,1,'Expected',33,3,24,-5,-29
17,1,'Unexpected',5,1,1,'Expected',91,3,1,'Expected',50,2,-86,-45,41
17,1,'Expected',54,2,1,'Expected',6,1,1,'Expected',62,3,48,-8,-56
17,1,'Expected',56,2,0,'Expected',7,1,1,'Expected',82,3,49,-26,-75
17,1,'Unexpected',8,1,1,'Expected',88,2,1,'Expected',121,3,-80,-113,-33
17,1,'Expected',9,1,1,'Expected',113,3,1,'Unexpected',90,2,-104,-81,23
17,1,'Unexpected',60,2,1,'Expected',10,1,1,'Unexpected',102,3,50,-42,-92
17,1,'Expected',52,3,1,'Expected',21,2,1,'Expected',11,1,31,41,10
17,1,'Expected',132,3,1,'Expected',51,2,1,'Expected',12,1,81,120,39
17,1,'Expected',13,1,1,'Unexpected',180,2,1,'Expected',197,3,-167,-184,-17
17,1,'Expected',205,3,1,'Unexpected',14,1,1,'Unexpected',97,2,191,108,-83
17,1,'Unexpected',15,1,1,'Expected',234,3,1,'Expected',101,2,-219,-86,133
17,1,'Expected',143,2,0,'Expected',232,3,1,'Unexpected',16,1,-89,127,216
17,1,'Expected',25,2,1,'Expected',222,3,0,'Unexpected',17,1,-197,8,205
17,0,'Expected',122,3,1,'Unexpected',44,2,1,'Unexpected',18,1,78,104,26
17,0,'Expected',19,1,1,'Unexpected',63,2,1,'Expected',163,3,-44,-144,-100
17,0,'Unexpected',211,2,1,'Unexpected',20,1,1,'Unexpected',226,3,191,-15,-206
17,0,'Expected',22,1,1,'Expected',171,2,1,'Unexpected',228,3,-149,-206,-57
17,1,'Expected',23,1,1,'Expected',196,3,1,'Unexpected',110,2,-173,-87,86
17,0,'Expected',24,1,1,'Expected',206,3,1,'Expected',166,2,-182,-142,40
17,0,'Unexpected',26,1,0,'Unexpected',64,2,1,'Expected',75,3,-38,-49,-11
17,0,'Expected',27,1,1,'Expected',183,3,1,'Expected',141,2,-156,-114,42
17,1,'Expected',201,3,1,'Expected',29,1,1,'Expected',106,2,172,95,-77
17,0,'Expected',65,2,1,'Unexpected',30,1,1,'Expected',107,3,35,-42,-77
17,0,'Expected',131,2,1,'Unexpected',160,3,1,'Expected',32,1,-29,99,128
17,0,'Expected',154,2,1,'Expected',203,3,1,'Expected',34,1,-49,120,169
17,1,'Expected',35,1,0,'Unexpected',115,2,1,'Unexpected',169,3,-80,-134,-54
17,1,'Expected',36,1,1,'Expected',223,3,1,'Expected',98,2,-187,-62,125
17,1,'Unexpected',37,1,1,'Expected',94,2,1,'Unexpected',213,3,-57,-176,-119
17,0,'Unexpected',38,1,1,'Unexpected',220,2,1,'Expected',229,3,-182,-191,-9
17,1,'Unexpected',128,2,0,'Expected',194,3,1,'Expected',40,1,-66,88,154
17,1,'Expected',117,3,1,'Expected',41,1,1,'Expected',77,2,76,40,-36
17,1,'Unexpected',129,2,0,'Expected',152,3,1,'Unexpected',42,1,-23,87,110
17,1,'Unexpected',165,2,1,'Expected',177,3,1,'Expected',43,1,-12,122,134
17,0,'Expected',221,3,0,'Unexpected',112,2,1,'Expected',45,1,109,176,67
17,0,'Expected',202,3,1,'Unexpected',46,1,1,'Unexpected',179,2,156,23,-133
17,1,'Expected',139,3,1,'Expected',47,1,1,'Expected',104,2,92,35,-57
17,0,'Unexpected',48,1,1,'Unexpected',199,3,1,'Unexpected',108,2,-151,-60,91
17,0,'Unexpected',157,2,1,'Expected',209,3,1,'Unexpected',49,1,-52,108,160
17,0,'Expected',190,2,0,'Expected',208,3,1,'Expected',53,1,-18,137,155
17,0,'Unexpected',133,3,0,'Expected',127,2,1,'Expected',55,1,6,78,72
17,0,'Unexpected',137,2,1,'Unexpected',142,3,1,'Unexpected',57,1,-5,80,85
17,1,'Expected',58,1,1,'Expected',153,2,1,'Expected',192,3,-95,-134,-39
17,1,'Unexpected',59,1,1,'Expected',191,3,1,'Unexpected',156,2,-132,-97,35
17,1,'Expected',207,3,1,'Unexpected',184,2,1,'Unexpected',61,1,23,146,123
17,0,'Expected',230,3,0,'Expected',204,2,1,'Unexpected',66,1,26,164,138
17,1,'Unexpected',93,2,0,'Unexpected',185,3,1,'Expected',67,1,-92,26,118
17,1,'Expected',144,2,1,'Expected',68,1,1,'Expected',186,3,76,-42,-118
17,0,'Expected',210,2,0,'Expected',233,3,0,'Expected',69,1,-23,141,164
17,0,'Unexpected',178,2,1,'Expected',70,1,1,'Expected',212,3,108,-34,-142
17,1,'Expected',176,3,1,'Expected',71,1,1,'Expected',85,2,105,91,-14
17,0,'Unexpected',72,1,1,'Unexpected',217,3,1,'Expected',147,2,-145,-75,70
17,0,'Expected',219,3,0,'Expected',161,2,1,'Expected',73,1,58,146,88
17,0,'Expected',224,3,1,'Unexpected',74,1,1,'Expected',155,2,150,69,-81
17,0,'Expected',167,2,1,'Expected',76,1,1,'Expected',172,3,91,-5,-96
17,0,'Expected',78,1,1,'Unexpected',216,3,1,'Expected',195,2,-138,-117,21
17,1,'Expected',116,3,1,'Expected',79,1,1,'Unexpected',87,2,37,29,-8
17,0,'Unexpected',168,3,1,'Unexpected',80,1,1,'Expected',126,2,88,42,-46
17,1,'Expected',173,2,1,'Expected',81,1,1,'Unexpected',231,3,92,-58,-150
17,1,'Expected',83,1,1,'Expected',215,3,1,'Expected',198,2,-132,-115,17
17,0,'Expected',200,3,1,'Unexpected',189,2,1,'Expected',84,1,11,116,105
17,0,'Unexpected',175,3,1,'Unexpected',150,2,1,'Expected',86,1,25,89,64
17,1,'Expected',164,2,1,'Unexpected',89,1,1,'Unexpected',227,3,75,-63,-138
17,1,'Unexpected',138,3,1,'Unexpected',123,2,0,'Unexpected',92,1,15,46,31
17,1,'Expected',146,3,1,'Expected',95,1,1,'Expected',103,2,51,43,-8
17,0,'Expected',182,3,1,'Expected',96,1,1,'Unexpected',119,2,86,63,-23
17,0,'Unexpected',188,3,0,'Expected',99,1,0,'Expected',162,2,89,26,-63
17,0,'Expected',100,1,1,'Expected',114,2,1,'Expected',214,3,-14,-114,-100
