subj,targ,targ_cond,targ_ord,targ_pos,f1,f1_cond,f1_ord,f1_pos,f2,f2_cond,f2_ord,f2_pos,targ_f1,targ_f2,f1_f2
20,1,'Expected',116,1,1,'Expected',163,2,1,'Unexpected',223,3,-47,-107,-60
20,1,'Expected',164,3,1,'Expected',118,1,1,'Unexpected',132,2,46,32,-14
20,1,'Unexpected',138,2,1,'Expected',120,1,1,'Unexpected',154,3,18,-16,-34
20,0,'Unexpected',122,1,0,'Unexpected',165,2,1,'Expected',225,3,-43,-103,-60
20,1,'Expected',194,3,1,'Expected',123,1,0,'Expected',144,2,71,50,-21
20,1,'Expected',227,3,0,'Expected',125,1,1,'Expected',206,2,102,21,-81
20,1,'Expected',231,3,1,'Expected',160,2,1,'Expected',150,1,71,81,10
21,1,'Expected',1,1,0,'Unexpected',169,2,0,'Expected',230,3,-168,-229,-61
21,1,'Unexpected',38,2,0,'Unexpected',152,3,0,'Unexpected',2,1,-114,36,150
21,0,'Expected',61,3,0,'Expected',3,1,1,'Expected',12,2,58,49,-9
21,1,'Unexpected',32,2,0,'Unexpected',4,1,1,'Unexpected',54,3,28,-22,-50
21,1,'Unexpected',5,1,0,'Expected',55,2,0,'Expected',222,3,-50,-217,-167
21,1,'Unexpected',6,1,0,'Expected',24,2,0,'Expected',159,3,-18,-153,-135
21,1,'Expected',28,2,0,'Expected',52,3,0,'Unexpected',7,1,-24,21,45
21,1,'Expected',16,2,0,'Expected',40,3,0,'Expected',8,1,-24,8,32
21,1,'Expected',93,3,0,'Expected',9,1,0,'Expected',72,2,84,21,-63
21,0,'Expected',30,2,1,'Expected',31,3,1,'Unexpected',10,1,-1,20,21
21,0,'Expected',39,2,1,'Unexpected',71,3,0,'Expected',11,1,-32,28,60
21,1,'Expected',13,1,0,'Expected',187,2,0,'Expected',232,3,-174,-219,-45
21,1,'Unexpected',94,2,0,'Expected',14,1,1,'Expected',127,3,80,-33,-113
21,0,'Unexpected',15,1,0,'Unexpected',47,2,1,'Expected',155,3,-32,-140,-108
21,1,'Expected',144,2,0,'Unexpected',17,1,1,'Expected',205,3,127,-61,-188
21,1,'Expected',18,1,0,'Expected',154,3,1,'Unexpected',146,2,-136,-128,8
21,1,'Unexpected',220,3,0,'Unexpected',19,1,0,'Expected',210,2,201,10,-191
21,1,'Unexpected',20,1,1,'Unexpected',122,2,1,'Expected',130,3,-102,-110,-8
21,0,'Expected',21,1,0,'Expected',182,3,0,'Unexpected',34,2,-161,-13,148
21,1,'Unexpected',22,1,0,'Expected',209,3,1,'Unexpected',170,2,-187,-148,39
21,1,'Unexpected',113,2,0,'Expected',174,3,0,'Unexpected',23,1,-61,90,151
21,1,'Unexpected',65,2,0,'Expected',25,1,0,'Unexpected',132,3,40,-67,-107
21,1,'Unexpected',214,3,0,'Expected',105,2,1,'Expected',26,1,109,188,79
21,1,'Expected',233,3,0,'Expected',176,2,0,'Expected',27,1,57,206,149
21,1,'Expected',29,1,0,'Expected',213,3,0,'Expected',181,2,-184,-152,32
21,1,'Expected',208,3,0,'Expected',33,1,0,'Expected',41,2,175,167,-8
21,1,'Expected',35,1,0,'Expected',184,3,0,'Expected',111,2,-149,-76,73
21,1,'Expected',67,2,1,'Expected',36,1,0,'Expected',121,3,31,-54,-85
21,1,'Unexpected',37,1,1,'Expected',227,3,1,'Expected',206,2,-190,-169,21
21,0,'Expected',112,2,0,'Expected',200,3,0,'Expected',42,1,-88,70,158
21,0,'Expected',165,3,0,'Unexpected',126,2,1,'Unexpected',43,1,39,122,83
21,1,'Expected',168,3,0,'Expected',75,2,0,'Unexpected',44,1,93,124,31
21,1,'Expected',185,3,0,'Expected',141,2,1,'Unexpected',45,1,44,140,96
21,1,'Expected',100,2,1,'Unexpected',46,1,1,'Expected',193,3,54,-93,-147
21,1,'Unexpected',66,3,0,'Unexpected',56,2,1,'Expected',48,1,10,18,8
21,1,'Expected',49,1,0,'Expected',231,3,1,'Expected',202,2,-182,-153,29
21,0,'Expected',217,3,0,'Expected',50,1,1,'Unexpected',207,2,167,10,-157
21,1,'Unexpected',194,3,1,'Unexpected',183,2,0,'Unexpected',51,1,11,143,132
21,1,'Expected',190,3,0,'Expected',53,1,0,'Expected',87,2,137,103,-34
21,1,'Expected',161,3,0,'Unexpected',57,1,1,'Unexpected',69,2,104,92,-12
21,1,'Expected',58,1,0,'Expected',103,3,0,'Expected',92,2,-45,-34,11
21,1,'Unexpected',59,1,1,'Expected',76,2,1,'Unexpected',211,3,-17,-152,-135
21,1,'Expected',204,3,1,'Unexpected',83,2,0,'Expected',60,1,121,144,23
21,0,'Expected',80,2,0,'Expected',62,1,0,'Expected',166,3,18,-86,-104
21,1,'Expected',192,3,0,'Unexpected',99,2,0,'Unexpected',63,1,93,129,36
21,1,'Expected',149,3,0,'Expected',64,1,1,'Expected',95,2,85,54,-31
21,1,'Expected',212,3,0,'Unexpected',164,2,0,'Expected',68,1,48,144,96
21,1,'Expected',70,1,0,'Expected',218,2,1,'Expected',224,3,-148,-154,-6
21,1,'Expected',189,3,0,'Unexpected',73,1,1,'Expected',110,2,116,79,-37
21,1,'Unexpected',134,2,0,'Expected',74,1,1,'Expected',191,3,60,-57,-117
21,1,'Expected',77,1,0,'Expected',158,2,1,'Unexpected',203,3,-81,-126,-45
21,1,'Unexpected',78,1,0,'Unexpected',201,3,0,'Unexpected',167,2,-123,-89,34
21,1,'Expected',197,2,1,'Expected',79,1,1,'Expected',226,3,118,-29,-147
21,1,'Unexpected',234,3,1,'Expected',81,1,0,'Expected',196,2,153,38,-115
21,1,'Expected',223,3,1,'Expected',82,1,0,'Unexpected',145,2,141,78,-63
21,1,'Unexpected',160,2,0,'Unexpected',84,1,0,'Expected',221,3,76,-61,-137
21,1,'Unexpected',85,1,0,'Unexpected',153,3,1,'Expected',97,2,-68,-12,56
21,1,'Unexpected',215,2,0,'Unexpected',229,3,0,'Expected',86,1,-14,129,143
21,1,'Expected',219,2,0,'Expected',88,1,0,'Expected',228,3,131,-9,-140
21,1,'Expected',96,2,1,'Expected',138,3,0,'Expected',89,1,-42,7,49
21,1,'Expected',120,3,0,'Expected',104,2,0,'Expected',90,1,16,30,14
21,1,'Expected',177,3,1,'Unexpected',91,1,1,'Unexpected',137,2,86,40,-46
21,1,'Expected',188,3,1,'Expected',109,2,0,'Expected',98,1,79,90,11
21,1,'Unexpected',135,2,0,'Expected',151,3,0,'Expected',101,1,-16,34,50
21,1,'Expected',102,1,0,'Unexpected',108,2,1,'Expected',125,3,-6,-23,-17
21,1,'Unexpected',139,2,1,'Expected',178,3,1,'Expected',106,1,-39,33,72
21,1,'Expected',175,3,0,'Unexpected',107,1,0,'Expected',162,2,68,13,-55
21,1,'Expected',123,2,0,'Expected',143,3,0,'Expected',114,1,-20,9,29
21,1,'Unexpected',115,1,0,'Expected',180,3,1,'Expected',150,2,-65,-35,30
21,1,'Unexpected',199,2,0,'Expected',216,3,0,'Unexpected',116,1,-17,83,100
21,1,'Expected',129,2,0,'Unexpected',117,1,1,'Unexpected',147,3,12,-18,-30
21,0,'Expected',118,1,1,'Expected',173,3,0,'Expected',148,2,-55,-30,25
21,1,'Expected',119,1,0,'Expected',133,2,1,'Expected',225,3,-14,-106,-92
21,0,'Expected',163,3,1,'Expected',157,2,1,'Expected',124,1,6,39,33
21,1,'Expected',128,1,0,'Unexpected',179,3,1,'Expected',136,2,-51,-8,43
21,1,'Expected',131,1,0,'Unexpected',156,2,0,'Unexpected',172,3,-25,-41,-16
21,1,'Expected',140,1,1,'Expected',198,3,1,'Expected',186,2,-58,-46,12
21,1,'Expected',171,2,0,'Expected',142,1,1,'Unexpected',195,3,29,-24,-53
22,1,'Expected',55,3,0,'Expected',1,1,1,'Expected',11,2,54,44,-10
22,1,'Expected',162,3,0,'Expected',2,1,1,'Expected',152,2,160,10,-150
22,1,'Expected',3,1,0,'Expected',24,3,1,'Expected',15,2,-21,-12,9
22,1,'Expected',151,3,1,'Unexpected',36,2,0,'Unexpected',4,1,115,147,32
22,1,'Expected',5,1,1,'Expected',68,3,1,'Expected',25,2,-63,-20,43
22,1,'Expected',73,3,1,'Unexpected',30,2,1,'Expected',6,1,43,67,24
22,1,'Expected',7,1,0,'Expected',109,3,0,'Expected',70,2,-102,-63,39
22,1,'Expected',8,1,0,'Expected',27,3,1,'Unexpected',16,2,-19,-8,11
22,1,'Expected',9,1,1,'Unexpected',106,3,1,'Expected',63,2,-97,-54,43
22,1,'Expected',102,3,1,'Expected',100,2,0,'Expected',10,1,2,92,90
22,1,'Unexpected',62,2,0,'Expected',179,3,1,'Expected',12,1,-117,50,167
22,1,'Expected',228,3,1,'Expected',180,2,1,'Unexpected',13,1,48,215,167
22,1,'Expected',155,3,0,'Unexpected',143,2,1,'Expected',14,1,12,141,129
22,1,'Expected',207,3,0,'Unexpected',181,2,1,'Unexpected',17,1,26,190,164
22,1,'Unexpected',87,2,1,'Expected',127,3,1,'Unexpected',18,1,-40,69,109
22,0,'Expected',19,1,0,'Expected',185,3,1,'Expected',124,2,-166,-105,61
22,1,'Expected',20,1,0,'Unexpected',153,2,1,'Expected',216,3,-133,-196,-63
22,1,'Unexpected',135,2,0,'Unexpected',142,3,1,'Unexpected',21,1,-7,114,121
22,1,'Unexpected',104,2,1,'Expected',158,3,1,'Unexpected',22,1,-54,82,136
22,0,'Unexpected',211,3,1,'Unexpected',23,1,1,'Expected',130,2,188,81,-107
22,1,'Expected',26,1,1,'Expected',196,3,0,'Unexpected',168,2,-170,-142,28
22,1,'Expected',113,2,1,'Unexpected',28,1,1,'Expected',169,3,85,-56,-141
22,1,'Expected',129,2,1,'Unexpected',195,3,1,'Expected',29,1,-66,100,166
22,1,'Unexpected',31,1,1,'Expected',38,2,0,'Expected',234,3,-7,-203,-196
22,1,'Expected',111,2,0,'Expected',191,3,1,'Expected',32,1,-80,79,159
22,1,'Expected',99,2,0,'Expected',139,3,1,'Expected',33,1,-40,66,106
22,1,'Unexpected',220,3,0,'Unexpected',175,2,0,'Unexpected',34,1,45,186,141
22,1,'Expected',46,2,0,'Expected',58,3,1,'Unexpected',35,1,-12,11,23
22,1,'Expected',200,3,0,'Unexpected',37,1,1,'Unexpected',177,2,163,23,-140
22,1,'Unexpected',39,1,0,'Expected',66,2,1,'Unexpected',82,3,-27,-43,-16
22,1,'Expected',40,1,0,'Unexpected',64,2,1,'Unexpected',103,3,-24,-63,-39
22,1,'Expected',148,2,1,'Expected',192,3,1,'Expected',41,1,-44,107,151
22,1,'Unexpected',112,2,1,'Expected',42,1,1,'Expected',146,3,70,-34,-104
22,1,'Unexpected',114,2,1,'Unexpected',43,1,1,'Expected',166,3,71,-52,-123
22,1,'Expected',199,2,1,'Expected',44,1,1,'Unexpected',204,3,155,-5,-160
22,1,'Expected',45,1,1,'Expected',85,2,1,'Expected',171,3,-40,-126,-86
22,1,'Unexpected',170,2,1,'Expected',47,1,0,'Expected',213,3,123,-43,-166
22,0,'Unexpected',159,3,1,'Expected',48,1,0,'Expected',110,2,111,49,-62
22,1,'Unexpected',119,3,0,'Unexpected',67,2,1,'Expected',49,1,52,70,18
22,1,'Expected',167,2,0,'Expected',183,3,0,'Expected',50,1,-16,117,133
22,1,'Expected',230,3,1,'Expected',75,2,1,'Unexpected',51,1,155,179,24
22,1,'Expected',187,2,0,'Expected',217,3,1,'Unexpected',52,1,-30,135,165
22,1,'Unexpected',53,1,1,'Expected',157,2,0,'Expected',174,3,-104,-121,-17
22,1,'Expected',117,2,0,'Unexpected',54,1,1,'Expected',161,3,63,-44,-107
22,0,'Unexpected',182,2,1,'Unexpected',222,3,1,'Expected',56,1,-40,126,166
22,1,'Expected',208,2,0,'Expected',57,1,1,'Expected',233,3,151,-25,-176
22,1,'Unexpected',59,1,1,'Expected',108,3,0,'Unexpected',97,2,-49,-38,11
22,0,'Unexpected',95,2,1,'Expected',229,3,0,'Expected',60,1,-134,35,169
22,1,'Unexpected',61,1,0,'Expected',232,3,1,'Expected',202,2,-171,-141,30
22,1,'Expected',210,3,0,'Unexpected',65,1,0,'Expected',86,2,145,124,-21
22,1,'Expected',69,1,1,'Unexpected',126,2,0,'Expected',224,3,-57,-155,-98
22,1,'Unexpected',172,2,1,'Unexpected',71,1,1,'Unexpected',218,3,101,-46,-147
22,1,'Expected',72,1,1,'Expected',98,2,1,'Expected',145,3,-26,-73,-47
22,1,'Unexpected',74,1,0,'Expected',184,3,1,'Expected',121,2,-110,-47,63
22,1,'Unexpected',76,1,0,'Unexpected',226,3,1,'Unexpected',203,2,-150,-127,23
22,0,'Expected',77,1,1,'Expected',131,2,1,'Expected',201,3,-54,-124,-70
22,1,'Expected',186,3,0,'Expected',147,2,0,'Expected',78,1,39,108,69
22,1,'Expected',141,3,0,'Expected',79,1,0,'Unexpected',107,2,62,34,-28
22,1,'Expected',198,2,1,'Expected',80,1,1,'Expected',214,3,118,-16,-134
22,1,'Expected',136,2,1,'Expected',81,1,1,'Expected',197,3,55,-61,-116
22,0,'Unexpected',205,3,0,'Expected',190,2,1,'Expected',83,1,15,122,107
22,1,'Expected',84,1,0,'Expected',193,3,1,'Expected',178,2,-109,-94,15
22,0,'Expected',215,3,0,'Unexpected',88,1,1,'Unexpected',176,2,127,39,-88
22,1,'Expected',105,2,1,'Unexpected',89,1,1,'Unexpected',173,3,16,-68,-84
22,1,'Expected',134,3,0,'Unexpected',90,1,1,'Expected',128,2,44,6,-38
22,1,'Expected',188,3,0,'Expected',91,1,1,'Expected',156,2,97,32,-65
22,1,'Expected',92,1,1,'Expected',219,3,0,'Expected',209,2,-127,-117,10
22,1,'Unexpected',93,1,1,'Unexpected',115,2,1,'Expected',133,3,-22,-40,-18
22,0,'Expected',189,3,1,'Expected',140,2,0,'Expected',94,1,49,95,46
22,1,'Unexpected',96,1,1,'Unexpected',149,3,1,'Expected',137,2,-53,-41,12
22,1,'Expected',212,2,0,'Expected',101,1,1,'Expected',221,3,111,-9,-120
22,1,'Expected',116,1,1,'Expected',163,2,1,'Unexpected',223,3,-47,-107,-60
22,1,'Expected',164,3,0,'Expected',118,1,1,'Unexpected',132,2,46,32,-14
22,1,'Unexpected',138,2,1,'Expected',120,1,1,'Unexpected',154,3,18,-16,-34
22,0,'Unexpected',122,1,0,'Unexpected',165,2,1,'Expected',225,3,-43,-103,-60
22,1,'Expected',194,3,1,'Expected',123,1,0,'Expected',144,2,71,50,-21
22,1,'Expected',227,3,1,'Expected',125,1,1,'Expected',206,2,102,21,-81
22,1,'Expected',231,3,0,'Expected',160,2,1,'Expected',150,1,71,81,10
23,1,'Expected',1,1,0,'Unexpected',169,2,0,'Expected',230,3,-168,-229,-61
23,1,'Unexpected',38,2,1,'Unexpected',152,3,0,'Unexpected',2,1,-114,36,150
23,0,'Expected',61,3,1,'Expected',3,1,1,'Expected',12,2,58,49,-9
23,1,'Unexpected',32,2,0,'Unexpected',4,1,0,'Unexpected',54,3,28,-22,-50
23,1,'Unexpected',5,1,0,'Expected',55,2,1,'Expected',222,3,-50,-217,-167
23,1,'Unexpected',6,1,0,'Expected',24,2,1,'Expected',159,3,-18,-153,-135
23,1,'Expected',28,2,1,'Expected',52,3,0,'Unexpected',7,1,-24,21,45
23,1,'Expected',16,2,1,'Expected',40,3,1,'Expected',8,1,-24,8,32
23,1,'Expected',93,3,0,'Expected',9,1,1,'Expected',72,2,84,21,-63
23,1,'Expected',30,2,1,'Expected',31,3,1,'Unexpected',10,1,-1,20,21
23,1,'Expected',39,2,0,'Unexpected',71,3,1,'Expected',11,1,-32,28,60
23,1,'Expected',13,1,1,'Expected',187,2,1,'Expected',232,3,-174,-219,-45
23,1,'Unexpected',94,2,0,'Expected',14,1,1,'Expected',127,3,80,-33,-113
23,1,'Unexpected',15,1,0,'Unexpected',47,2,1,'Expected',155,3,-32,-140,-108
23,0,'Expected',144,2,0,'Unexpected',17,1,1,'Expected',205,3,127,-61,-188
23,1,'Expected',18,1,0,'Expected',154,3,1,'Unexpected',146,2,-136,-128,8
23,0,'Unexpected',220,3,0,'Unexpected',19,1,1,'Expected',210,2,201,10,-191
23,1,'Unexpected',20,1,1,'Unexpected',122,2,1,'Expected',130,3,-102,-110,-8
23,1,'Expected',21,1,0,'Expected',182,3,1,'Unexpected',34,2,-161,-13,148
23,1,'Unexpected',22,1,1,'Expected',209,3,1,'Unexpected',170,2,-187,-148,39
23,1,'Unexpected',113,2,0,'Expected',174,3,0,'Unexpected',23,1,-61,90,151
23,1,'Unexpected',65,2,0,'Expected',25,1,1,'Unexpected',132,3,40,-67,-107
23,0,'Unexpected',214,3,0,'Expected',105,2,1,'Expected',26,1,109,188,79
23,1,'Expected',233,3,0,'Expected',176,2,0,'Expected',27,1,57,206,149
23,1,'Expected',29,1,0,'Expected',213,3,0,'Expected',181,2,-184,-152,32
23,1,'Expected',208,3,1,'Expected',33,1,1,'Expected',41,2,175,167,-8
23,1,'Expected',35,1,0,'Expected',184,3,1,'Expected',111,2,-149,-76,73
23,0,'Expected',67,2,0,'Expected',36,1,1,'Expected',121,3,31,-54,-85
23,1,'Unexpected',37,1,1,'Expected',227,3,1,'Expected',206,2,-190,-169,21
23,1,'Expected',112,2,0,'Expected',200,3,0,'Expected',42,1,-88,70,158
23,1,'Expected',165,3,1,'Unexpected',126,2,1,'Unexpected',43,1,39,122,83
23,1,'Expected',168,3,0,'Expected',75,2,1,'Unexpected',44,1,93,124,31
23,1,'Expected',185,3,1,'Expected',141,2,1,'Unexpected',45,1,44,140,96
23,1,'Expected',100,2,1,'Unexpected',46,1,1,'Expected',193,3,54,-93,-147
23,1,'Unexpected',66,3,0,'Unexpected',56,2,0,'Expected',48,1,10,18,8
23,1,'Expected',49,1,1,'Expected',231,3,1,'Expected',202,2,-182,-153,29
23,1,'Expected',217,3,0,'Expected',50,1,1,'Unexpected',207,2,167,10,-157
23,1,'Unexpected',194,3,0,'Unexpected',183,2,1,'Unexpected',51,1,11,143,132
23,1,'Expected',190,3,0,'Expected',53,1,1,'Expected',87,2,137,103,-34
23,1,'Expected',161,3,1,'Unexpected',57,1,1,'Unexpected',69,2,104,92,-12
23,1,'Expected',58,1,1,'Expected',103,3,1,'Expected',92,2,-45,-34,11
23,1,'Unexpected',59,1,1,'Expected',76,2,1,'Unexpected',211,3,-17,-152,-135
23,1,'Expected',204,3,0,'Unexpected',83,2,0,'Expected',60,1,121,144,23
23,1,'Expected',80,2,1,'Expected',62,1,1,'Expected',166,3,18,-86,-104
23,1,'Expected',192,3,0,'Unexpected',99,2,0,'Unexpected',63,1,93,129,36
23,1,'Expected',149,3,1,'Expected',64,1,1,'Expected',95,2,85,54,-31
23,1,'Expected',212,3,0,'Unexpected',164,2,1,'Expected',68,1,48,144,96
23,1,'Expected',70,1,1,'Expected',218,2,1,'Expected',224,3,-148,-154,-6
23,1,'Expected',189,3,0,'Unexpected',73,1,1,'Expected',110,2,116,79,-37
23,0,'Unexpected',134,2,0,'Expected',74,1,1,'Expected',191,3,60,-57,-117
23,1,'Expected',77,1,0,'Expected',158,2,1,'Unexpected',203,3,-81,-126,-45
23,1,'Unexpected',78,1,1,'Unexpected',201,3,1,'Unexpected',167,2,-123,-89,34
23,1,'Expected',197,2,0,'Expected',79,1,1,'Expected',226,3,118,-29,-147
23,0,'Unexpected',234,3,1,'Expected',81,1,0,'Expected',196,2,153,38,-115
23,0,'Expected',223,3,1,'Expected',82,1,1,'Unexpected',145,2,141,78,-63
23,0,'Unexpected',160,2,0,'Unexpected',84,1,1,'Expected',221,3,76,-61,-137
23,1,'Unexpected',85,1,0,'Unexpected',153,3,1,'Expected',97,2,-68,-12,56
23,1,'Unexpected',215,2,1,'Unexpected',229,3,0,'Expected',86,1,-14,129,143
23,1,'Expected',219,2,0,'Expected',88,1,1,'Expected',228,3,131,-9,-140
23,1,'Expected',96,2,1,'Expected',138,3,0,'Expected',89,1,-42,7,49
23,1,'Expected',120,3,1,'Expected',104,2,1,'Expected',90,1,16,30,14
23,1,'Expected',177,3,1,'Unexpected',91,1,1,'Unexpected',137,2,86,40,-46
23,1,'Expected',188,3,1,'Expected',109,2,0,'Expected',98,1,79,90,11
23,1,'Unexpected',135,2,0,'Expected',151,3,0,'Expected',101,1,-16,34,50
23,1,'Expected',102,1,1,'Unexpected',108,2,1,'Expected',125,3,-6,-23,-17
23,1,'Unexpected',139,2,0,'Expected',178,3,1,'Expected',106,1,-39,33,72
23,1,'Expected',175,3,0,'Unexpected',107,1,0,'Expected',162,2,68,13,-55
23,1,'Expected',123,2,0,'Expected',143,3,1,'Expected',114,1,-20,9,29
23,1,'Unexpected',115,1,1,'Expected',180,3,1,'Expected',150,2,-65,-35,30
23,0,'Unexpected',199,2,0,'Expected',216,3,1,'Unexpected',116,1,-17,83,100
23,1,'Expected',129,2,1,'Unexpected',117,1,1,'Unexpected',147,3,12,-18,-30
23,1,'Expected',118,1,0,'Expected',173,3,1,'Expected',148,2,-55,-30,25
23,1,'Expected',119,1,1,'Expected',133,2,1,'Expected',225,3,-14,-106,-92
23,1,'Expected',163,3,1,'Expected',157,2,1,'Expected',124,1,6,39,33
23,1,'Expected',128,1,1,'Unexpected',179,3,1,'Expected',136,2,-51,-8,43
23,1,'Expected',131,1,0,'Unexpected',156,2,1,'Unexpected',172,3,-25,-41,-16
23,1,'Expected',140,1,1,'Expected',198,3,1,'Expected',186,2,-58,-46,12
23,1,'Expected',171,2,1,'Expected',142,1,1,'Unexpected',195,3,29,-24,-53
24,1,'Expected',55,3,0,'Expected',1,1,1,'Expected',11,2,54,44,-10
24,1,'Expected',162,3,0,'Expected',2,1,1,'Expected',152,2,160,10,-150
24,1,'Expected',3,1,1,'Expected',24,3,1,'Expected',15,2,-21,-12,9
24,0,'Expected',151,3,0,'Unexpected',36,2,0,'Unexpected',4,1,115,147,32
24,0,'Expected',5,1,1,'Expected',68,3,1,'Expected',25,2,-63,-20,43
24,0,'Expected',73,3,1,'Unexpected',30,2,1,'Expected',6,1,43,67,24
24,1,'Expected',7,1,0,'Expected',109,3,1,'Expected',70,2,-102,-63,39
24,1,'Expected',8,1,0,'Expected',27,3,1,'Unexpected',16,2,-19,-8,11
24,1,'Expected',9,1,1,'Unexpected',106,3,1,'Expected',63,2,-97,-54,43
24,0,'Expected',102,3,1,'Expected',100,2,0,'Expected',10,1,2,92,90
24,0,'Unexpected',62,2,1,'Expected',179,3,0,'Expected',12,1,-117,50,167
24,0,'Expected',228,3,1,'Expected',180,2,0,'Unexpected',13,1,48,215,167
24,0,'Expected',155,3,1,'Unexpected',143,2,1,'Expected',14,1,12,141,129
24,1,'Expected',207,3,1,'Unexpected',181,2,1,'Unexpected',17,1,26,190,164
24,1,'Unexpected',87,2,1,'Expected',127,3,1,'Unexpected',18,1,-40,69,109
24,1,'Expected',19,1,1,'Expected',185,3,1,'Expected',124,2,-166,-105,61
24,1,'Expected',20,1,1,'Unexpected',153,2,1,'Expected',216,3,-133,-196,-63
24,1,'Unexpected',135,2,0,'Unexpected',142,3,0,'Unexpected',21,1,-7,114,121
24,0,'Unexpected',104,2,1,'Expected',158,3,1,'Unexpected',22,1,-54,82,136
24,0,'Unexpected',211,3,1,'Unexpected',23,1,1,'Expected',130,2,188,81,-107
24,1,'Expected',26,1,0,'Expected',196,3,0,'Unexpected',168,2,-170,-142,28
24,1,'Expected',113,2,0,'Unexpected',28,1,1,'Expected',169,3,85,-56,-141
24,1,'Expected',129,2,1,'Unexpected',195,3,1,'Expected',29,1,-66,100,166
24,1,'Unexpected',31,1,0,'Expected',38,2,1,'Expected',234,3,-7,-203,-196
24,1,'Expected',111,2,1,'Expected',191,3,1,'Expected',32,1,-80,79,159
24,1,'Expected',99,2,0,'Expected',139,3,1,'Expected',33,1,-40,66,106
24,0,'Unexpected',220,3,1,'Unexpected',175,2,1,'Unexpected',34,1,45,186,141
24,1,'Expected',46,2,1,'Expected',58,3,1,'Unexpected',35,1,-12,11,23
24,0,'Expected',200,3,1,'Unexpected',37,1,1,'Unexpected',177,2,163,23,-140
24,0,'Unexpected',39,1,1,'Expected',66,2,1,'Unexpected',82,3,-27,-43,-16
24,0,'Expected',40,1,0,'Unexpected',64,2,1,'Unexpected',103,3,-24,-63,-39
24,1,'Expected',148,2,1,'Expected',192,3,1,'Expected',41,1,-44,107,151
24,1,'Unexpected',112,2,1,'Expected',42,1,1,'Expected',146,3,70,-34,-104
24,1,'Unexpected',114,2,0,'Unexpected',43,1,1,'Expected',166,3,71,-52,-123
24,1,'Expected',199,2,1,'Expected',44,1,1,'Unexpected',204,3,155,-5,-160
24,1,'Expected',45,1,1,'Expected',85,2,1,'Expected',171,3,-40,-126,-86
24,1,'Unexpected',170,2,0,'Expected',47,1,0,'Expected',213,3,123,-43,-166
24,1,'Unexpected',159,3,1,'Expected',48,1,1,'Expected',110,2,111,49,-62
24,0,'Unexpected',119,3,1,'Unexpected',67,2,1,'Expected',49,1,52,70,18
24,0,'Expected',167,2,1,'Expected',183,3,1,'Expected',50,1,-16,117,133
24,0,'Expected',230,3,1,'Expected',75,2,0,'Unexpected',51,1,155,179,24
24,1,'Expected',187,2,0,'Expected',217,3,1,'Unexpected',52,1,-30,135,165
24,1,'Unexpected',53,1,1,'Expected',157,2,1,'Expected',174,3,-104,-121,-17
24,1,'Expected',117,2,1,'Unexpected',54,1,1,'Expected',161,3,63,-44,-107
24,1,'Unexpected',182,2,1,'Unexpected',222,3,1,'Expected',56,1,-40,126,166
24,1,'Expected',208,2,0,'Expected',57,1,1,'Expected',233,3,151,-25,-176
24,0,'Unexpected',59,1,1,'Expected',108,3,1,'Unexpected',97,2,-49,-38,11
24,0,'Unexpected',95,2,1,'Expected',229,3,0,'Expected',60,1,-134,35,169
24,1,'Unexpected',61,1,0,'Expected',232,3,1,'Expected',202,2,-171,-141,30
24,1,'Expected',210,3,0,'Unexpected',65,1,0,'Expected',86,2,145,124,-21
24,1,'Expected',69,1,1,'Unexpected',126,2,1,'Expected',224,3,-57,-155,-98
24,1,'Unexpected',172,2,1,'Unexpected',71,1,1,'Unexpected',218,3,101,-46,-147
24,0,'Expected',72,1,1,'Expected',98,2,1,'Expected',145,3,-26,-73,-47
24,0,'Unexpected',74,1,1,'Expected',184,3,0,'Expected',121,2,-110,-47,63
24,1,'Unexpected',76,1,1,'Unexpected',226,3,1,'Unexpected',203,2,-150,-127,23
24,1,'Expected',77,1,0,'Expected',131,2,1,'Expected',201,3,-54,-124,-70
24,0,'Expected',186,3,1,'Expected',147,2,1,'Expected',78,1,39,108,69
24,1,'Expected',141,3,0,'Expected',79,1,0,'Unexpected',107,2,62,34,-28
24,1,'Expected',198,2,0,'Expected',80,1,1,'Expected',214,3,118,-16,-134
24,0,'Expected',136,2,1,'Expected',81,1,1,'Expected',197,3,55,-61,-116
24,0,'Unexpected',205,3,1,'Expected',190,2,0,'Expected',83,1,15,122,107
24,1,'Expected',84,1,0,'Expected',193,3,1,'Expected',178,2,-109,-94,15
24,1,'Expected',215,3,0,'Unexpected',88,1,1,'Unexpected',176,2,127,39,-88
24,1,'Expected',105,2,0,'Unexpected',89,1,1,'Unexpected',173,3,16,-68,-84
24,1,'Expected',134,3,1,'Unexpected',90,1,1,'Expected',128,2,44,6,-38
24,1,'Expected',188,3,1,'Expected',91,1,1,'Expected',156,2,97,32,-65
24,1,'Expected',92,1,1,'Expected',219,3,1,'Expected',209,2,-127,-117,10
24,1,'Unexpected',93,1,1,'Unexpected',115,2,1,'Expected',133,3,-22,-40,-18
24,0,'Expected',189,3,1,'Expected',140,2,0,'Expected',94,1,49,95,46
24,1,'Unexpected',96,1,1,'Unexpected',149,3,1,'Expected',137,2,-53,-41,12
24,1,'Expected',212,2,1,'Expected',101,1,1,'Expected',221,3,111,-9,-120
